"Date","Hour","Age","Sex","Number","Area","Amount","Result"
2015-01-08,16,35,2,2,2,40800,1
2015-01-08,16,46,2,2,1,18200,0
2015-01-08,16,20,1,1,1,36600,0
2015-01-08,16,28,2,1,2,40800,0
2015-01-08,16,40,2,1,1,18200,1
2015-01-08,16,42,2,2,1,11400,0
2015-01-08,16,45,2,3,1,28100,0
2015-01-08,16,45,2,3,1,28100,0
2015-01-08,16,48,2,2,3,25200,0
2015-01-08,16,29,1,3,2,17900,0
2015-01-08,16,35,1,4,1,13900,0
2015-01-08,16,22,1,1,1,16800,0
2015-01-08,16,26,2,1,1,11100,0
2015-01-08,16,39,1,3,1,19600,0
2015-01-08,16,41,1,3,1,13900,0
2015-01-09,9,69,1,1,1,69100,0
2015-01-09,9,69,1,1,1,69100,1
2015-01-09,9,63,1,5,1,120000,1
2015-01-09,9,58,1,1,1,325000,1
2015-01-09,9,62,2,4,1,2600,0
2015-01-09,9,55,1,2,1,122800,0
2015-01-09,9,43,1,4,1,63400,0
2015-01-09,9,65,1,3,1,67700,1
2015-01-09,9,31,1,1,3,66200,0
2015-01-09,9,31,1,1,3,66200,0
2015-01-09,9,36,1,1,1,62000,0
2015-01-09,9,36,2,1,1,9700,0
2015-01-09,9,38,1,1,1,19600,0
2015-01-09,9,38,2,4,1,8300,0
2015-01-09,9,35,1,1,1,8300,0
2015-01-09,9,23,2,3,1,36600,0
2015-01-09,9,22,2,1,1,5500,0
2015-01-09,9,44,2,1,1,42200,0
2015-01-09,9,21,1,3,1,1200,0
2015-01-09,9,44,1,2,1,13900,1
2015-01-09,9,47,2,1,1,53500,1
2015-01-09,9,46,2,3,1,40800,0
2015-01-09,9,26,1,2,1,1200,0
2015-01-09,9,35,2,1,1,9700,0
2015-01-09,9,43,2,3,1,5500,0
2015-01-09,9,30,1,2,2,8300,0
2015-01-09,9,48,1,5,1,18200,0
2015-01-09,9,53,2,2,1,1200,1
2015-01-09,9,73,1,2,1,100200,1
2015-01-09,9,47,1,3,1,66200,0
2015-01-09,10,49,1,3,3,5500,0
2015-01-09,10,48,2,3,1,5500,0
2015-01-09,10,79,1,1,3,81800,1
2015-01-09,10,66,2,3,3,40800,1
2015-01-09,10,42,2,2,2,11100,0
2015-01-09,10,37,1,2,1,8300,1
2015-01-09,10,59,2,2,1,9700,1
2015-01-09,10,39,2,2,1,29500,0
2015-01-09,10,36,2,1,1,35100,0
2015-01-09,10,35,2,1,1,25200,0
2015-01-09,10,31,1,1,2,53500,0
2015-01-09,10,52,1,1,1,93700,0
2015-01-09,10,20,2,1,1,6900,0
2015-01-09,10,35,1,1,1,46500,0
2015-01-09,10,48,1,4,1,6900,1
2015-01-09,10,47,1,3,1,6900,0
2015-01-09,10,40,2,2,1,8300,0
2015-01-09,10,40,2,2,1,8300,1
2015-01-09,10,40,2,2,1,8300,1
2015-01-09,11,55,2,1,1,11100,0
2015-01-09,11,63,1,3,1,21000,0
2015-01-09,11,58,1,3,1,19600,1
2015-01-09,11,62,2,4,1,2600,0
2015-01-09,11,58,1,1,2,18200,0
2015-01-09,11,44,2,1,2,21000,0
2015-01-09,11,58,1,3,1,62000,0
2015-01-09,11,58,1,3,1,62000,0
2015-01-09,11,79,1,3,1,15400,0
2015-01-09,11,60,1,1,1,60600,1
2015-01-09,11,60,1,1,1,60600,0
2015-01-09,11,49,1,1,1,22400,0
2015-01-09,11,48,1,1,1,11100,0
2015-01-09,11,60,1,2,1,47900,0
2015-01-09,11,65,1,3,1,56400,0
2015-01-09,11,65,1,3,1,56400,0
2015-01-09,11,34,1,1,1,42200,0
2015-01-09,11,38,1,1,1,19600,0
2015-01-09,11,37,2,2,2,29500,0
2015-01-09,11,37,1,1,1,63400,0
2015-01-09,11,36,2,2,3,32300,1
2015-01-09,11,28,2,1,3,18200,0
2015-01-09,11,27,1,1,1,42200,0
2015-01-09,11,24,1,1,1,21000,0
2015-01-09,11,23,1,3,1,36600,0
2015-01-09,11,28,2,3,1,38000,0
2015-01-09,11,26,1,1,1,33700,0
2015-01-09,11,22,1,1,1,19600,1
2015-01-09,11,52,1,3,1,23800,0
2015-01-09,11,59,2,5,1,26700,0
2015-01-09,11,29,2,1,3,21000,0
2015-01-09,11,47,1,4,1,59200,0
2015-01-09,13,67,1,2,2,5500,1
2015-01-09,13,65,2,2,1,33700,0
2015-01-09,13,48,2,4,1,25200,0
2015-01-09,13,43,1,3,1,29500,1
2015-01-09,13,43,1,3,1,29500,0
2015-01-09,13,68,2,3,1,39400,0
2015-01-09,13,40,1,5,1,56400,0
2015-01-09,13,40,1,5,1,56400,0
2015-01-09,13,47,1,1,1,23800,0
2015-01-09,13,64,2,4,1,39400,0
2015-01-09,13,45,1,1,1,29500,0
2015-01-09,13,44,2,2,1,47900,0
2015-01-09,13,45,1,4,1,62000,1
2015-01-09,13,36,2,1,1,19600,0
2015-01-09,13,69,1,3,1,67700,0
2015-01-09,13,69,1,3,1,67700,0
2015-01-09,13,68,2,3,1,30900,0
2015-01-09,13,36,1,1,1,40400,0
2015-01-09,13,32,1,3,1,59200,0
2015-01-09,13,36,1,1,1,50300,0
2015-01-09,13,26,2,1,1,28100,0
2015-01-09,13,26,2,1,1,28100,0
2015-01-09,13,21,1,1,1,8300,0
2015-01-09,13,51,1,4,1,26700,1
2015-01-09,13,27,1,1,1,42200,0
2015-01-09,13,36,1,2,2,38000,0
2015-01-09,13,38,1,1,1,32300,0
2015-01-09,13,24,2,1,1,21000,0
2015-01-09,13,44,2,1,1,42200,0
2015-01-09,13,21,1,3,1,1200,0
2015-01-09,13,54,2,3,1,46500,1
2015-01-09,13,54,2,3,1,46500,0
2015-01-09,13,69,1,2,1,11100,0
2015-01-09,13,59,2,1,1,2600,0
2015-01-09,13,44,1,2,1,13900,0
2015-01-09,13,47,2,1,1,53500,0
2015-01-09,13,67,2,1,1,60600,0
2015-01-09,13,65,2,4,1,6900,0
2015-01-09,13,46,2,2,1,42200,0
2015-01-09,13,56,2,4,1,28100,0
2015-01-09,13,47,2,2,1,58900,1
2015-01-09,13,46,2,3,1,66200,0
2015-01-09,13,48,1,5,1,18200,0
2015-01-09,13,23,1,1,1,52100,0
2015-01-09,13,73,1,2,1,100200,0
2015-01-09,13,47,1,3,1,66200,0
2015-01-09,14,42,2,5,1,13900,1
2015-01-09,14,54,1,5,2,22400,0
2015-01-09,14,59,2,3,1,23800,0
2015-01-09,14,69,2,3,1,38000,1
2015-01-09,14,69,2,3,1,38000,1
2015-01-09,14,63,1,3,1,21000,0
2015-01-09,14,63,1,3,1,21000,0
2015-01-09,14,45,2,3,1,26700,1
2015-01-09,14,72,1,3,1,39400,0
2015-01-09,14,43,1,5,1,40800,0
2015-01-09,14,43,1,5,1,40800,0
2015-01-09,14,45,1,1,1,16800,1
2015-01-09,14,44,1,3,3,38000,0
2015-01-09,14,44,1,3,3,38000,1
2015-01-09,14,44,1,3,3,38000,0
2015-01-09,14,44,1,3,3,38000,1
2015-01-09,14,44,1,2,1,63400,1
2015-01-09,14,65,2,2,1,23800,0
2015-01-09,14,32,1,1,1,36600,1
2015-01-09,14,32,1,1,1,36600,1
2015-01-09,14,50,2,2,1,36600,1
2015-01-09,14,38,1,1,1,46500,0
2015-01-09,14,38,1,1,2,73300,0
2015-01-09,14,38,1,2,1,32300,1
2015-01-09,14,38,1,2,1,32300,1
2015-01-09,14,75,1,2,1,29500,1
2015-01-09,14,33,1,1,1,36600,0
2015-01-09,14,33,1,1,1,36600,0
2015-01-09,14,41,2,1,1,60600,0
2015-01-09,14,37,1,2,2,64800,0
2015-01-09,14,38,2,1,1,22400,0
2015-01-09,14,38,2,1,1,22400,0
2015-01-09,14,38,2,3,3,15400,0
2015-01-09,14,38,1,2,1,45000,0
2015-01-09,14,21,2,1,2,36600,0
2015-01-09,14,21,2,1,2,36600,0
2015-01-09,14,22,2,1,2,42200,0
2015-01-09,14,22,1,1,1,23800,0
2015-01-09,14,22,1,1,1,23800,0
2015-01-09,14,23,2,2,1,23800,0
2015-01-09,14,27,2,1,1,23800,0
2015-01-09,14,33,2,2,1,29500,0
2015-01-09,14,33,2,2,1,29500,0
2015-01-09,14,21,2,3,1,38000,0
2015-01-09,14,21,2,3,1,38000,0
2015-01-09,14,47,2,1,1,33700,0
2015-01-09,14,47,2,1,1,33700,0
2015-01-09,14,23,1,3,1,35100,1
2015-01-09,14,26,1,2,1,1200,0
2015-01-09,14,62,1,4,1,23800,0
2015-01-09,14,31,1,3,1,23800,0
2015-01-09,14,43,2,1,1,35100,0
2015-01-09,14,35,1,1,2,56400,1
2015-01-09,14,67,2,1,1,11100,1
2015-01-09,14,20,2,1,1,46500,0
2015-01-09,14,31,2,1,1,25200,0
2015-01-09,14,31,2,1,1,25200,0
2015-01-09,14,34,1,1,2,67700,0
2015-01-09,15,52,2,4,3,22400,0
2015-01-09,15,52,2,4,3,22400,1
2015-01-09,15,69,2,2,1,22400,0
2015-01-09,15,69,2,2,1,22400,0
2015-01-09,15,44,2,1,1,15400,1
2015-01-09,15,40,2,5,1,5500,1
2015-01-09,15,64,1,1,1,38000,1
2015-01-09,15,71,1,2,1,22400,1
2015-01-09,15,71,1,2,1,22400,1
2015-01-09,15,46,1,1,1,36600,0
2015-01-09,15,46,1,1,1,36600,0
2015-01-09,15,67,2,4,1,28100,0
2015-01-09,15,67,2,4,1,28100,0
2015-01-09,15,37,2,2,2,5500,1
2015-01-09,15,40,1,2,3,13900,0
2015-01-09,15,83,2,1,3,30900,0
2015-01-09,15,83,2,1,3,30900,0
2015-01-09,15,31,2,1,1,25200,1
2015-01-09,15,31,2,1,1,25200,0
2015-01-09,15,34,2,1,1,35100,0
2015-01-09,15,34,2,1,1,35100,0
2015-01-09,15,32,2,1,1,30900,0
2015-01-09,15,37,2,3,1,36600,0
2015-01-09,15,21,1,1,3,36600,0
2015-01-09,15,21,1,1,3,36600,0
2015-01-09,15,52,1,1,1,93700,0
2015-01-09,15,29,2,1,1,25200,1
2015-01-09,15,20,2,1,3,9700,0
2015-01-09,15,51,2,1,1,33700,1
2015-01-09,15,23,2,1,1,9700,0
2015-01-09,15,20,2,3,1,23800,0
2015-01-09,15,21,2,1,3,22400,0
2015-01-09,15,21,2,1,3,22400,0
2015-01-09,15,21,1,1,1,32300,1
2015-01-09,15,48,2,4,1,23800,0
2015-01-09,15,27,2,1,1,36600,1
2015-01-09,15,25,1,1,1,32300,0
2015-01-09,15,25,1,1,1,32300,0
2015-01-09,15,22,1,1,1,25200,0
2015-01-09,15,47,2,4,1,38000,0
2015-01-09,15,22,1,3,1,28100,0
2015-01-09,15,49,1,2,3,30900,0
2015-01-09,15,49,1,2,3,30900,0
2015-01-09,15,53,2,3,1,21000,0
2015-01-09,15,53,2,3,1,21000,0
2015-01-09,15,34,2,2,1,1200,1
2015-01-09,16,66,2,3,1,23800,0
2015-01-09,16,78,1,1,1,38000,0
2015-01-09,16,78,1,1,1,38000,0
2015-01-09,16,49,2,4,1,25200,1
2015-01-09,16,55,2,1,3,40800,1
2015-01-09,16,87,1,1,1,26700,1
2015-01-09,16,87,1,1,1,26700,1
2015-01-09,16,72,1,1,1,28100,1
2015-01-09,16,60,1,2,1,18200,0
2015-01-09,16,58,2,3,1,21000,1
2015-01-09,16,76,1,2,1,35100,1
2015-01-09,16,40,1,5,1,39400,0
2015-01-09,16,67,1,2,1,15400,0
2015-01-09,16,30,2,1,1,26700,1
2015-01-09,16,48,1,4,3,28100,0
2015-01-09,16,48,1,4,3,28100,0
2015-01-09,16,33,1,1,1,35100,1
2015-01-09,16,48,2,2,3,33700,1
2015-01-09,16,48,2,2,3,33700,1
2015-01-09,16,36,1,1,1,26700,0
2015-01-09,16,35,2,3,1,38000,1
2015-01-09,16,35,2,3,1,38000,1
2015-01-09,16,43,2,4,1,36600,1
2015-01-09,16,47,1,2,3,40800,1
2015-01-09,16,47,1,2,3,40800,1
2015-01-09,16,55,1,2,1,72800,0
2015-01-09,16,37,2,2,1,28100,0
2015-01-09,16,32,2,1,1,23800,0
2015-01-09,16,32,2,1,1,23800,0
2015-01-09,16,34,1,1,1,28100,0
2015-01-09,16,34,1,1,1,28100,0
2015-01-09,16,29,1,1,1,21000,1
2015-01-09,16,67,1,3,1,29500,0
2015-01-09,16,67,1,3,1,29500,0
2015-01-09,16,66,1,2,1,36000,0
2015-01-09,16,22,2,1,1,36600,0
2015-01-09,16,35,2,2,2,40800,1
2015-01-09,16,35,2,2,2,40800,1
2015-01-09,16,29,2,1,1,15400,0
2015-01-09,16,20,1,1,1,36600,0
2015-01-09,16,20,1,1,1,36600,0
2015-01-09,16,28,2,1,2,40800,0
2015-01-09,16,28,2,1,2,40800,0
2015-01-09,16,45,2,3,1,28100,0
2015-01-09,16,48,2,2,3,25200,0
2015-01-09,16,23,2,3,1,11100,0
2015-01-12,9,42,1,3,1,60600,1
2015-01-12,9,41,1,2,1,50700,0
2015-01-12,9,45,1,2,1,32300,0
2015-01-12,9,36,1,1,1,63400,1
2015-01-12,9,49,2,2,1,45000,1
2015-01-12,9,37,2,1,1,62400,0
2015-01-12,9,37,1,2,1,52100,1
2015-01-12,9,31,1,1,2,53500,1
2015-01-12,9,55,1,1,1,49300,0
2015-01-12,9,55,1,1,1,49300,0
2015-01-12,9,53,1,2,1,50700,0
2015-01-12,9,21,2,1,1,54900,0
2015-01-12,9,21,2,1,1,54900,0
2015-01-12,10,41,1,2,1,50700,1
2015-01-12,10,79,1,1,3,81800,0
2015-01-12,10,66,2,3,3,40800,0
2015-01-12,10,62,1,5,1,12500,1
2015-01-12,10,65,1,3,1,56400,0
2015-01-12,10,69,2,1,2,12500,0
2015-01-12,10,37,1,2,1,8300,1
2015-01-12,10,59,2,2,1,9700,1
2015-01-12,10,34,1,1,1,42200,0
2015-01-12,10,39,2,2,1,29500,0
2015-01-12,10,36,2,1,1,35100,0
2015-01-12,10,33,2,1,1,62700,1
2015-01-12,10,30,1,2,1,16800,1
2015-01-12,10,36,2,1,2,29500,0
2015-01-12,10,36,1,4,1,54900,1
2015-01-12,10,35,2,1,1,25200,0
2015-01-12,10,66,2,5,1,56400,0
2015-01-12,10,66,2,5,1,56400,0
2015-01-12,10,54,2,4,1,28100,0
2015-01-12,10,23,1,1,1,15400,1
2015-01-12,10,29,2,1,2,22400,0
2015-01-12,10,41,2,2,1,32300,0
2015-01-12,10,48,2,2,2,50700,1
2015-01-12,10,69,1,2,1,12500,1
2015-01-12,10,20,2,3,2,35100,1
2015-01-12,10,31,2,2,1,49300,0
2015-01-12,10,31,2,2,1,49300,0
2015-01-12,10,56,2,3,2,26700,0
2015-01-12,10,49,2,3,1,36600,0
2015-01-12,10,26,1,2,1,35100,0
2015-01-12,10,26,2,1,1,11100,0
2015-01-12,10,25,1,1,2,22400,0
2015-01-12,11,41,1,2,1,38000,0
2015-01-12,11,69,1,5,2,17600,1
2015-01-12,11,44,1,5,1,35100,0
2015-01-12,11,55,2,1,1,11100,0
2015-01-12,11,59,2,3,1,19600,0
2015-01-12,11,81,1,2,1,11100,1
2015-01-12,11,61,2,2,1,13900,1
2015-01-12,11,63,1,3,1,21000,0
2015-01-12,11,68,1,2,1,18200,0
2015-01-12,11,62,2,4,1,2600,0
2015-01-12,11,58,1,1,2,18200,0
2015-01-12,11,44,2,1,2,21000,0
2015-01-12,11,44,2,5,1,18200,0
2015-01-12,11,60,1,2,1,47900,0
2015-01-12,11,64,1,4,1,12500,0
2015-01-12,11,43,2,2,1,18200,0
2015-01-12,11,34,2,1,1,29500,1
2015-01-12,11,49,1,1,3,13900,0
2015-01-12,11,34,1,1,1,42200,0
2015-01-12,11,30,2,1,1,11100,0
2015-01-12,11,38,1,1,1,19600,0
2015-01-12,11,37,2,2,2,29500,0
2015-01-12,11,22,2,1,1,16800,0
2015-01-12,11,25,2,1,1,32300,1
2015-01-12,11,51,1,2,1,19600,0
2015-01-12,11,36,2,2,3,32300,1
2015-01-12,11,36,2,2,3,32300,1
2015-01-12,11,24,1,1,1,21000,0
2015-01-12,11,28,2,3,1,38000,0
2015-01-12,11,29,2,1,1,16800,0
2015-01-12,11,20,2,2,1,11100,0
2015-01-12,11,26,1,1,1,33700,0
2015-01-12,11,24,1,1,1,32300,0
2015-01-12,11,46,2,2,1,18200,0
2015-01-12,11,41,2,2,1,11100,0
2015-01-12,11,26,1,1,1,13900,1
2015-01-12,11,27,2,1,3,13900,0
2015-01-12,11,52,1,3,1,23800,0
2015-01-12,11,59,2,5,1,26700,0
2015-01-12,11,30,1,1,1,12500,1
2015-01-12,11,42,1,3,1,12500,0
2015-01-12,11,35,1,4,1,13900,0
2015-01-12,11,22,1,1,1,16800,1
2015-01-12,11,39,1,3,1,19600,1
2015-01-12,13,43,1,3,1,29500,1
2015-01-12,13,43,1,3,1,29500,0
2015-01-12,13,68,2,3,1,39400,0
2015-01-12,13,71,2,1,3,8300,0
2015-01-12,13,62,2,4,1,18200,0
2015-01-12,13,43,1,4,1,63400,1
2015-01-12,13,65,1,3,1,67700,1
2015-01-12,13,49,1,4,1,76100,0
2015-01-12,13,71,2,2,1,9700,0
2015-01-12,13,38,1,1,2,73300,0
2015-01-12,13,36,2,1,1,9700,1
2015-01-12,13,67,2,4,1,8300,0
2015-01-12,13,46,1,1,1,112900,0
2015-01-12,13,53,2,3,1,4000,0
2015-01-12,13,36,1,1,1,40400,0
2015-01-12,13,34,2,1,1,6900,1
2015-01-12,13,37,2,2,2,16800,0
2015-01-12,13,63,2,2,1,8300,0
2015-01-12,13,51,1,4,1,26700,1
2015-01-12,13,51,1,4,1,26700,1
2015-01-12,13,27,1,1,3,4000,1
2015-01-12,13,23,2,3,1,36600,1
2015-01-12,13,36,1,2,2,38000,0
2015-01-12,13,65,1,2,1,18200,1
2015-01-12,13,65,2,4,1,2600,0
2015-01-12,13,35,2,1,3,2600,0
2015-01-12,13,24,2,1,1,21000,0
2015-01-12,13,53,2,1,1,12500,0
2015-01-12,13,44,2,1,1,42200,0
2015-01-12,13,20,1,1,2,18200,1
2015-01-12,13,21,1,3,1,1200,0
2015-01-12,13,30,1,2,1,16800,0
2015-01-12,13,38,2,3,1,15400,0
2015-01-12,13,44,1,2,1,13900,0
2015-01-12,13,47,2,1,1,53500,0
2015-01-12,13,44,2,2,3,9700,0
2015-01-12,13,29,1,3,2,17900,0
2015-01-12,13,47,2,2,1,58900,1
2015-01-12,13,47,2,2,1,58900,1
2015-01-12,13,48,1,5,1,18200,0
2015-01-12,13,31,2,3,2,16800,0
2015-01-12,13,73,1,2,1,100200,0
2015-01-12,13,47,1,3,1,66200,0
2015-01-12,14,45,1,2,1,74700,0
2015-01-12,14,45,1,2,1,74700,1
2015-01-12,14,66,1,2,1,28100,0
2015-01-12,14,45,2,3,1,26700,1
2015-01-12,14,45,2,3,1,26700,1
2015-01-12,14,48,2,3,1,5500,0
2015-01-12,14,47,2,1,2,2600,1
2015-01-12,14,62,2,2,1,5500,0
2015-01-12,14,67,2,1,1,6900,0
2015-01-12,14,52,1,2,1,156700,1
2015-01-12,14,69,1,5,1,118600,0
2015-01-12,14,40,2,4,1,8300,1
2015-01-12,14,49,1,4,1,76100,0
2015-01-12,14,65,2,2,1,23800,0
2015-01-12,14,47,1,4,1,74700,0
2015-01-12,14,42,1,1,1,91700,0
2015-01-12,14,32,2,3,1,8300,0
2015-01-12,14,51,1,3,1,95900,0
2015-01-12,14,30,1,1,1,80400,0
2015-01-12,14,35,2,1,1,71600,0
2015-01-12,14,41,1,4,1,107200,0
2015-01-12,14,41,1,4,1,107200,0
2015-01-12,14,46,1,1,1,112900,0
2015-01-12,14,75,1,2,1,29500,1
2015-01-12,14,75,1,2,1,29500,1
2015-01-12,14,56,2,2,1,32300,1
2015-01-12,14,34,1,1,1,84600,0
2015-01-12,14,34,1,1,1,84600,0
2015-01-12,14,43,1,2,1,79000,0
2015-01-12,14,43,1,2,1,79000,0
2015-01-12,14,38,1,2,1,45000,0
2015-01-12,14,32,2,2,1,5900,0
2015-01-12,14,21,1,1,1,8300,0
2015-01-12,14,29,2,3,1,2600,1
2015-01-12,14,53,2,2,1,26400,0
2015-01-12,14,52,1,1,1,93700,0
2015-01-12,14,26,2,2,1,4000,0
2015-01-12,14,54,2,1,1,9700,0
2015-01-12,14,21,1,1,2,1200,0
2015-01-12,14,34,1,1,1,93100,1
2015-01-12,14,23,1,1,1,49300,1
2015-01-12,14,20,2,1,1,6900,0
2015-01-12,14,43,2,2,1,6900,0
2015-01-12,14,59,2,1,1,2600,0
2015-01-12,14,65,2,4,1,6900,0
2015-01-12,14,23,1,3,1,35100,1
2015-01-12,14,23,1,3,1,35100,1
2015-01-12,14,26,1,2,1,1200,0
2015-01-12,14,54,2,5,1,4000,0
2015-01-12,14,63,2,4,1,6900,0
2015-01-12,14,45,2,1,2,1200,0
2015-01-12,14,40,1,4,1,101600,0
2015-01-12,14,63,1,2,1,32300,0
2015-01-12,14,41,1,3,2,99300,0
2015-01-12,14,66,1,2,1,5500,1
2015-01-12,14,57,2,2,2,9700,0
2015-01-12,14,27,1,2,1,93100,0
2015-01-12,14,27,1,2,1,93100,0
2015-01-12,14,33,2,2,2,9700,0
2015-01-12,14,32,1,1,1,197700,1
2015-01-12,14,32,1,2,1,74700,1
2015-01-12,14,35,1,1,2,56400,1
2015-01-12,14,35,1,1,2,56400,1
2015-01-12,14,67,2,1,1,11100,1
2015-01-12,14,67,2,1,1,11100,1
2015-01-12,14,48,1,2,1,136900,0
2015-01-12,14,44,2,2,1,6900,0
2015-01-12,14,54,1,1,1,128500,0
2015-01-12,15,44,2,1,1,15400,1
2015-01-12,15,44,2,1,1,15400,1
2015-01-12,15,64,1,1,1,38000,1
2015-01-12,15,64,1,1,1,38000,1
2015-01-12,15,52,1,2,1,156700,0
2015-01-12,15,57,1,1,1,21900,1
2015-01-12,15,47,1,4,1,74700,0
2015-01-12,15,42,1,1,1,91700,0
2015-01-12,15,30,1,1,1,80400,0
2015-01-12,15,52,1,1,1,93700,0
2015-01-12,15,29,2,1,1,25200,1
2015-01-12,15,29,2,1,1,25200,1
2015-01-12,15,51,2,1,1,33700,1
2015-01-12,15,51,2,1,1,33700,1
2015-01-12,15,21,1,1,1,32300,1
2015-01-12,15,21,1,1,1,32300,1
2015-01-12,15,27,2,1,1,36600,1
2015-01-12,15,27,2,1,1,36600,1
2015-01-12,15,65,1,4,1,30900,1
2015-01-12,15,41,1,2,1,93100,0
2015-01-12,15,40,1,4,1,101600,0
2015-01-12,15,54,1,1,1,128500,0
2015-01-12,16,59,2,2,3,28100,0
2015-01-12,16,55,2,1,3,40800,0
2015-01-12,16,59,1,1,1,105800,1
2015-01-12,16,62,2,2,3,22400,0
2015-01-12,16,72,1,1,1,28100,1
2015-01-12,16,72,1,1,1,28100,1
2015-01-12,16,60,1,2,1,18200,0
2015-01-12,16,58,2,3,1,21000,1
2015-01-12,16,58,2,3,1,21000,1
2015-01-12,16,76,1,2,1,35100,1
2015-01-12,16,76,1,2,1,35100,1
2015-01-12,16,64,2,2,3,125600,0
2015-01-12,16,64,2,2,3,125600,0
2015-01-12,16,67,1,2,1,15400,0
2015-01-12,16,30,2,1,1,26700,1
2015-01-12,16,30,2,1,1,26700,1
2015-01-12,16,33,1,1,1,35100,1
2015-01-12,16,33,1,1,1,35100,1
2015-01-12,16,48,2,2,3,33700,1
2015-01-12,16,48,2,2,3,33700,1
2015-01-12,16,42,2,2,1,80400,1
2015-01-12,16,35,2,1,1,71600,0
2015-01-12,16,36,1,1,1,26700,0
2015-01-12,16,55,1,2,1,72800,0
2015-01-12,16,37,2,2,1,28100,0
2015-01-12,16,66,1,2,1,36000,0
2015-01-12,16,20,2,1,1,19600,1
2015-01-12,16,22,2,1,1,36600,0
2015-01-12,16,26,2,1,2,72200,0
2015-01-12,16,26,2,1,2,72200,0
2015-01-12,16,29,2,1,1,15400,0
2015-01-12,16,53,2,3,1,28100,1
2015-01-12,16,41,1,2,1,93100,0
2015-01-12,16,41,1,2,1,90000,0
2015-01-12,16,40,2,1,1,36600,0
2015-01-12,16,36,1,1,2,4600,1
2015-01-12,16,41,1,3,2,99300,0
2015-01-12,16,39,1,2,2,29500,0
2015-01-12,16,23,2,3,1,11100,0
2015-01-12,16,35,1,1,1,38000,0
2015-01-12,16,48,1,2,1,136900,0
2015-01-13,9,42,1,3,1,60600,1
2015-01-13,9,44,1,3,1,46500,0
2015-01-13,9,65,1,2,1,69100,0
2015-01-13,9,42,1,3,1,45000,0
2015-01-13,9,57,1,1,1,64800,0
2015-01-13,9,41,1,2,1,50700,0
2015-01-13,9,62,1,3,1,46500,0
2015-01-13,9,54,1,3,1,66200,0
2015-01-13,9,47,1,3,1,52100,0
2015-01-13,9,45,1,2,1,32300,0
2015-01-13,9,36,1,1,1,63400,1
2015-01-13,9,49,2,2,1,45000,1
2015-01-13,9,37,1,1,1,57800,0
2015-01-13,9,37,1,2,1,52100,1
2015-01-13,9,47,1,1,1,45000,0
2015-01-13,9,31,1,1,2,53500,1
2015-01-13,9,31,1,1,2,53500,1
2015-01-13,9,55,1,1,1,49300,0
2015-01-13,9,32,1,1,1,59200,0
2015-01-13,9,28,1,2,1,43600,0
2015-01-13,9,34,1,2,1,67700,0
2015-01-13,9,53,1,2,1,50700,0
2015-01-13,9,58,2,1,1,53000,0
2015-01-13,9,21,2,1,1,54900,0
2015-01-13,10,68,2,2,1,45000,0
2015-01-13,10,41,2,2,1,54900,0
2015-01-13,10,61,2,3,1,15400,1
2015-01-13,10,46,1,2,1,18200,1
2015-01-13,10,62,1,5,1,12500,1
2015-01-13,10,69,2,1,2,12500,0
2015-01-13,10,34,1,1,1,42200,0
2015-01-13,10,33,2,1,1,62700,1
2015-01-13,10,30,2,1,3,64800,0
2015-01-13,10,30,1,2,1,16800,1
2015-01-13,10,34,1,1,1,60600,0
2015-01-13,10,36,2,1,2,29500,0
2015-01-13,10,36,1,4,1,54900,1
2015-01-13,10,36,1,4,1,54900,1
2015-01-13,10,66,2,5,1,56400,0
2015-01-13,10,29,1,2,1,18200,1
2015-01-13,10,54,2,4,1,28100,0
2015-01-13,10,23,1,1,1,15400,1
2015-01-13,10,57,2,1,1,13900,0
2015-01-13,10,29,2,1,2,22400,0
2015-01-13,10,41,2,2,1,32300,0
2015-01-13,10,48,2,2,2,50700,1
2015-01-13,10,73,2,1,1,12500,0
2015-01-13,10,69,1,2,1,12500,1
2015-01-13,10,20,2,3,2,35100,1
2015-01-13,10,31,2,2,1,49300,0
2015-01-13,10,56,2,3,2,26700,0
2015-01-13,10,49,2,3,1,36600,0
2015-01-13,10,26,1,2,1,35100,0
2015-01-13,10,35,1,3,1,53500,0
2015-01-13,10,26,2,1,1,11100,0
2015-01-13,10,25,1,1,2,22400,0
2015-01-13,11,41,1,2,1,38000,0
2015-01-13,11,69,1,5,2,17600,1
2015-01-13,11,44,1,5,1,35100,0
2015-01-13,11,55,2,1,1,11100,0
2015-01-13,11,55,2,1,1,11100,0
2015-01-13,11,59,2,3,1,19600,0
2015-01-13,11,81,1,2,1,11100,1
2015-01-13,11,61,2,2,1,13900,1
2015-01-13,11,63,1,3,1,21000,0
2015-01-13,11,63,1,3,1,21000,0
2015-01-13,11,68,1,2,1,18200,0
2015-01-13,11,62,2,4,1,2600,0
2015-01-13,11,62,2,4,1,2600,0
2015-01-13,11,44,2,5,1,18200,0
2015-01-13,11,60,1,2,1,47900,0
2015-01-13,11,60,1,2,1,47900,0
2015-01-13,11,64,1,4,1,12500,0
2015-01-13,11,43,2,2,1,18200,0
2015-01-13,11,51,1,3,3,13900,1
2015-01-13,11,49,1,1,3,13900,0
2015-01-13,11,30,2,1,1,11100,0
2015-01-13,11,38,1,1,1,19600,0
2015-01-13,11,38,1,1,1,19600,0
2015-01-13,11,22,2,1,1,16800,0
